ID,default_flag,predicted_pd,risk_band
10341,0,0.23745789,Moderate
10342,0,0.077301666,Low
10343,0,0.10056595,Moderate
10344,0,0.10466668,Moderate
10345,0,0.11468661,Moderate
10346,0,0.1868449,Moderate
10347,0,0.05797076,Low
10348,1,0.3200478,High
10349,0,0.061958954,Low
10350,1,0.20717625,Moderate
10351,1,0.22414388,Moderate
10352,0,0.13424914,Moderate
10353,0,0.15613867,Moderate
10354,1,0.8122865,Very High
10355,1,0.77652264,Very High
10356,0,0.08845215,Low
10357,0,0.5240474,Very High
10358,0,0.09208507,Low
10359,0,0.04622105,Low
10360,0,0.37395582,High
10361,1,0.6952527,Very High
10362,0,0.112359665,Moderate
10363,0,0.09789774,Low
10364,0,0.3129037,High
10365,0,0.64808434,Very High
10366,0,0.13654445,Moderate
10367,0,0.2163859,Moderate
10368,1,0.1120512,Moderate
10369,0,0.17915103,Moderate
10370,1,0.7320836,Very High
10371,0,0.12008726,Moderate
10372,0,0.08247272,Low
10373,0,0.17595041,Moderate
10374,0,0.099167354,Low
10375,0,0.22757252,Moderate
10376,0,0.10316144,Moderate
10377,0,0.15511614,Moderate
10378,0,0.13938868,Moderate
10379,0,0.09221504,Low
10380,0,0.09790982,Low
10381,1,0.29731476,High
10382,0,0.1256985,Moderate
10383,0,0.0726577,Low
10384,0,0.06820734,Low
10385,0,0.15115869,Moderate
10386,0,0.18682325,Moderate
10387,0,0.2414893,Moderate
10388,1,0.1407599,Moderate
10389,1,0.27846748,High
10390,1,0.8146963,Very High
10391,1,0.8336872,Very High
10392,0,0.25274107,High
10393,1,0.13225056,Moderate
10394,0,0.18157957,Moderate
10395,0,0.22379075,Moderate
10396,0,0.35601604,High
10397,1,0.25250566,High
10398,0,0.06627911,Low
10399,0,0.14498667,Moderate
10400,1,0.25568062,High
10401,0,0.18738018,Moderate
10402,0,0.14326172,Moderate
10403,1,0.6380469,Very High
10404,0,0.06267597,Low
10405,0,0.19150494,Moderate
10406,1,0.59237075,Very High
10407,0,0.027013594,Low
10408,0,0.07241791,Low
10409,1,0.70405257,Very High
10410,0,0.30590764,High
10411,1,0.47025242,High
10412,0,0.18845211,Moderate
10413,0,0.325213,High
10414,0,0.150372,Moderate
10415,0,0.32281345,High
10416,0,0.051502526,Low
10417,0,0.13226101,Moderate
10418,0,0.067266434,Low
10419,1,0.53590566,Very High
10420,0,0.5127268,Very High
10421,0,0.12190347,Moderate
10422,0,0.3188197,High
10423,0,0.0318347,Low
10424,0,0.025777623,Low
10425,1,0.74389315,Very High
10426,0,0.09185511,Low
10427,0,0.18632616,Moderate
10428,0,0.14588879,Moderate
10429,0,0.09632351,Low
10430,0,0.0917104,Low
10431,0,0.14536609,Moderate
10432,1,0.13313071,Moderate
10433,1,0.32210082,High
10434,0,0.17803864,Moderate
10435,0,0.14332399,Moderate
10436,0,0.20395161,Moderate
10437,0,0.13417985,Moderate
10438,0,0.14106305,Moderate
10439,0,0.10628462,Moderate
10440,1,0.35942376,High
10441,0,0.08752177,Low
10442,0,0.16778158,Moderate
10443,0,0.022525866,Low
10444,0,0.03523491,Low
10445,0,0.18087508,Moderate
10446,0,0.07274572,Low
10447,1,0.36616996,High
10448,1,0.40562958,High
10449,0,0.09089092,Low
10450,0,0.25966692,High
10451,0,0.07551915,Low
10452,0,0.06998039,Low
10453,0,0.17065516,Moderate
10454,0,0.14566681,Moderate
10455,0,0.033139214,Low
10456,0,0.14472425,Moderate
10457,1,0.46267736,High
10458,0,0.11866894,Moderate
10459,0,0.26383784,High
10460,1,0.7687462,Very High
10461,0,0.2462653,Moderate
10462,0,0.11150095,Moderate
10463,0,0.026095953,Low
10464,0,0.036174517,Low
10465,0,0.17540765,Moderate
10466,0,0.02658448,Low
10467,0,0.22284408,Moderate
10468,0,0.6775968,Very High
10469,0,0.05247151,Low
10470,0,0.08183145,Low
10471,0,0.20925547,Moderate
10472,0,0.067197554,Low
10473,0,0.52338535,Very High
10474,0,0.056130007,Low
10475,0,0.14268449,Moderate
10476,0,0.13559976,Moderate
10477,1,0.14836526,Moderate
10478,0,0.2837957,High
10479,0,0.08795541,Low
10480,0,0.16543286,Moderate
10481,1,0.23544659,Moderate
10482,0,0.026757434,Low
10483,1,0.18024407,Moderate
10484,0,0.068994924,Low
10485,1,0.32264704,High
10486,0,0.23425649,Moderate
10487,0,0.26482958,High
10488,1,0.09567706,Low
10489,0,0.04094385,Low
10490,0,0.27691555,High
10491,0,0.3151472,High
10492,0,0.093410395,Low
10493,0,0.101518594,Moderate
10494,0,0.14570211,Moderate
10495,0,0.12533478,Moderate
10496,1,0.10762477,Moderate
10497,0,0.14199652,Moderate
10498,0,0.72352695,Very High
10499,0,0.13411018,Moderate
10500,0,0.43807408,High
10501,0,0.13583428,Moderate
10502,0,0.17675279,Moderate
10503,1,0.32628402,High
10504,0,0.104988545,Moderate
10505,0,0.11029023,Moderate
10506,0,0.12131555,Moderate
10507,1,0.52375865,Very High
10508,1,0.40257832,High
10509,0,0.053708363,Low
10510,1,0.7830171,Very High
10511,1,0.27290192,High
10512,0,0.19668612,Moderate
10513,0,0.3323157,High
10514,0,0.076184295,Low
10515,0,0.14226678,Moderate
10516,0,0.100215524,Moderate
10517,0,0.073373765,Low
10518,0,0.09064123,Low
10519,0,0.10897502,Moderate
10520,0,0.025043026,Low
10521,0,0.29371294,High
10522,1,0.6534322,Very High
10523,0,0.101615496,Moderate
10524,1,0.19961086,Moderate
10525,1,0.6272819,Very High
10526,0,0.28848737,High
10527,0,0.14064811,Moderate
10528,1,0.13936017,Moderate
10529,0,0.3425468,High
10530,0,0.08561037,Low
10531,0,0.1561605,Moderate
10532,0,0.04989257,Low
10533,0,0.10906634,Moderate
10534,0,0.8027686,Very High
10535,0,0.07705797,Low
10536,0,0.1066778,Moderate
10537,0,0.33358252,High
10538,0,0.08628888,Low
10539,0,0.16111438,Moderate
10540,1,0.903549,Very High
10541,0,0.047378737,Low
10542,1,0.17953643,Moderate
10543,0,0.11183068,Moderate
10544,0,0.37386447,High
10545,0,0.11298171,Moderate
10546,0,0.28518113,High
10547,1,0.8074841,Very High
10548,1,0.84255403,Very High
10549,0,0.070004724,Low
10550,1,0.21939586,Moderate
10551,0,0.04598275,Low
10552,0,0.15416059,Moderate
10553,0,0.088451184,Low
10554,1,0.81798184,Very High
10555,0,0.11789485,Moderate
10556,0,0.07074912,Low
10557,0,0.060822386,Low
10558,0,0.18478979,Moderate
10559,0,0.16147545,Moderate
10560,0,0.09623064,Low
10561,0,0.18929498,Moderate
10562,0,0.16678958,Moderate
10563,0,0.068836756,Low
10564,0,0.09611043,Low
10565,0,0.23989768,Moderate
10566,0,0.1232037,Moderate
10567,0,0.10826241,Moderate
10568,1,0.13030618,Moderate
10569,0,0.13563319,Moderate
10570,0,0.35285038,High
10571,0,0.079485476,Low
10572,1,0.09402949,Low
10573,0,0.14848445,Moderate
10574,0,0.21125062,Moderate
10575,0,0.18600033,Moderate
10576,1,0.738779,Very High
10577,0,0.12777287,Moderate
10578,1,0.3129411,High
10579,0,0.14572488,Moderate
10580,0,0.03855581,Low
10581,0,0.029143613,Low
10582,0,0.10242622,Moderate
10583,0,0.062465552,Low
10584,0,0.33997172,High
10585,0,0.12698756,Moderate
10586,0,0.053165782,Low
10587,1,0.6643013,Very High
10588,0,0.0364441,Low
10589,0,0.11257442,Moderate
10590,1,0.15160748,Moderate
10591,0,0.18352358,Moderate
10592,0,0.15997966,Moderate
10593,0,0.18518208,Moderate
10594,0,0.45942888,High
10595,1,0.28268692,High
10596,0,0.13588326,Moderate
10597,1,0.17932537,Moderate
10598,1,0.7369978,Very High
10599,0,0.07935315,Low
10600,0,0.33166915,High
10601,1,0.48960292,High
10602,0,0.0827842,Low
10603,0,0.12679702,Moderate
10604,0,0.17441623,Moderate
10605,0,0.11173809,Moderate
10606,0,0.1592083,Moderate
10607,0,0.15910116,Moderate
10608,0,0.17579763,Moderate
10609,0,0.21794768,Moderate
10610,0,0.048157357,Low
10611,0,0.1845279,Moderate
10612,0,0.20822144,Moderate
10613,0,0.11063097,Moderate
10614,0,0.16965403,Moderate
10615,0,0.2076358,Moderate
10616,0,0.029575035,Low
10617,0,0.057115715,Low
10618,0,0.055653527,Low
10619,0,0.033911496,Low
10620,0,0.15421622,Moderate
10621,0,0.12592359,Moderate
10622,0,0.11741281,Moderate
10623,1,0.18662162,Moderate
10624,0,0.20738964,Moderate
10625,1,0.20561184,Moderate
10626,0,0.1804438,Moderate
10627,0,0.022738833,Low
10628,0,0.13292861,Moderate
10629,1,0.67966807,Very High
10630,0,0.15265384,Moderate
10631,0,0.46135288,High
10632,0,0.21312508,Moderate
10633,1,0.5651772,Very High
10634,0,0.09259006,Low
10635,0,0.19586758,Moderate
10636,0,0.10353677,Moderate
10637,0,0.31711623,High
10638,0,0.102473974,Moderate
10639,0,0.047415737,Low
10640,0,0.066144936,Low
10641,0,0.30724442,High
10642,1,0.075524494,Low
10643,0,0.13861087,Moderate
10644,0,0.23178136,Moderate
10645,0,0.021763809,Low
10646,1,0.17647462,Moderate
10647,0,0.39862883,High
10648,0,0.0324955,Low
10649,0,0.36665663,High
10650,1,0.041544627,Low
10651,0,0.061445452,Low
10652,0,0.12771785,Moderate
10653,0,0.16428347,Moderate
10654,0,0.060569625,Low
10655,0,0.11842651,Moderate
10656,1,0.43255597,High
10657,0,0.14155972,Moderate
10658,0,0.14163284,Moderate
10659,0,0.3238154,High
10660,1,0.33816132,High
10661,0,0.027640322,Low
10662,0,0.022691792,Low
10663,1,0.72428954,Very High
10664,1,0.76298594,Very High
10665,0,0.07638576,Low
10666,0,0.06818023,Low
10667,0,0.75088775,Very High
10668,0,0.08899618,Low
10669,0,0.14514026,Moderate
10670,0,0.32718003,High
10671,1,0.03377669,Low
10672,0,0.20251252,Moderate
10673,0,0.43462726,High
10674,0,0.12636003,Moderate
10675,0,0.12354426,Moderate
10676,1,0.20065384,Moderate
10677,0,0.059216585,Low
10678,0,0.44626978,High
10679,0,0.14851934,Moderate
10680,0,0.03992388,Low
10681,0,0.22635789,Moderate
10682,0,0.11801262,Moderate
10683,0,0.012618544,Low
10684,0,0.18479621,Moderate
10685,1,0.34762803,High
10686,0,0.0733679,Low
10687,0,0.31532338,High
10688,0,0.21642748,Moderate
10689,0,0.11151845,Moderate
10690,0,0.11108347,Moderate
10691,0,0.2766539,High
10692,0,0.033067923,Low
10693,0,0.20899954,Moderate
10694,0,0.013307073,Low
10695,0,0.052628987,Low
10696,1,0.7660371,Very High
10697,1,0.3661681,High
10698,0,0.45248228,High
10699,1,0.35171917,High
10700,0,0.07850663,Low
10701,0,0.07433054,Low
10702,1,0.8173666,Very High
10703,0,0.14039195,Moderate
10704,0,0.28561106,High
10705,0,0.057754364,Low
10706,0,0.18623802,Moderate
10707,1,0.16803406,Moderate
10708,1,0.70470977,Very High
10709,0,0.034490656,Low
10710,0,0.29274687,High
10711,1,0.6415253,Very High
10712,0,0.15307844,Moderate
10713,1,0.24763519,Moderate
10714,1,0.23288101,Moderate
10715,0,0.33371183,High
10716,1,0.6107189,Very High
10717,0,0.043889027,Low
10718,0,0.13879459,Moderate
10719,0,0.14822733,Moderate
10720,0,0.059389796,Low
10721,0,0.027211718,Low
10722,0,0.18574406,Moderate
10723,1,0.41273963,High
10724,0,0.030250601,Low
10725,0,0.11349345,Moderate
10726,0,0.06072024,Low
10727,0,0.09512473,Low
10728,0,0.12006955,Moderate
10729,0,0.7232554,Very High
10730,1,0.1557953,Moderate
10731,0,0.13688041,Moderate
10732,0,0.13082525,Moderate
10733,1,0.02010195,Low
10734,0,0.043575045,Low
10735,0,0.073064096,Low
10736,0,0.08086643,Low
10737,0,0.2133559,Moderate
10738,0,0.25167182,High
10739,0,0.13098292,Moderate
10740,1,0.6298461,Very High
10741,1,0.43451744,High
10742,1,0.4453441,High
10743,0,0.10560805,Moderate
10744,0,0.2177271,Moderate
10745,1,0.9185387,Very High
10746,0,0.11679475,Moderate
10747,0,0.2169576,Moderate
10748,0,0.039224375,Low
10749,1,0.2813941,High
10750,0,0.4554861,High
10751,1,0.2684889,High
10752,1,0.20653276,Moderate
10753,0,0.035691015,Low
10754,1,0.05594884,Low
10755,0,0.092443,Low
10756,0,0.19207302,Moderate
10757,1,0.74323934,Very High
10758,0,0.15160604,Moderate
10759,0,0.80724597,Very High
10760,0,0.38498828,High
10761,0,0.16024125,Moderate
10762,1,0.14208998,Moderate
10763,1,0.1592363,Moderate
10764,0,0.2891615,High
10765,0,0.19980423,Moderate
10766,0,0.670799,Very High
10767,0,0.10150873,Moderate
10768,0,0.12980491,Moderate
10769,1,0.7140578,Very High
10770,0,0.17314982,Moderate
10771,0,0.65606165,Very High
10772,0,0.60752624,Very High
10773,0,0.35583535,High
10774,0,0.4041553,High
10775,0,0.10332883,Moderate
10776,1,0.7368637,Very High
10777,0,0.4671627,High
10778,0,0.165649,Moderate
10779,0,0.06663813,Low
10780,0,0.1284075,Moderate
10781,0,0.27689946,High
10782,0,0.061959546,Low
10783,0,0.23740426,Moderate
10784,0,0.094116256,Low
10785,0,0.73489803,Very High
10786,0,0.11581716,Moderate
10787,0,0.15736371,Moderate
10788,0,0.15539362,Moderate
10789,0,0.13307111,Moderate
10790,0,0.21769692,Moderate
10791,0,0.14949825,Moderate
10792,0,0.17117727,Moderate
10793,1,0.19425672,Moderate
10794,1,0.24099159,Moderate
10795,0,0.25308803,High
10796,0,0.068060726,Low
10797,0,0.068065144,Low
10798,0,0.137148,Moderate
10799,0,0.097974956,Low
10800,0,0.13521339,Moderate
10801,0,0.0675038,Low
10802,1,0.8822325,Very High
10803,1,0.046417966,Low
10804,1,0.83088964,Very High
10805,0,0.10365003,Moderate
10806,0,0.037956066,Low
10807,0,0.10307606,Moderate
10808,0,0.14860755,Moderate
10809,0,0.1073986,Moderate
10810,0,0.2198124,Moderate
10811,0,0.043039326,Low
10812,0,0.07428003,Low
10813,0,0.06743762,Low
10814,0,0.069343604,Low
10815,1,0.12649843,Moderate
10816,1,0.6129348,Very High
10817,0,0.10738548,Moderate
10818,0,0.47499084,High
10819,1,0.7657243,Very High
10820,0,0.19411843,Moderate
10821,0,0.11260215,Moderate
10822,0,0.25631413,High
10823,1,0.7473868,Very High
10824,0,0.119397305,Moderate
10825,0,0.13895018,Moderate
10826,0,0.103162006,Moderate
10827,0,0.35690463,High
10828,0,0.23933977,Moderate
10829,0,0.11470791,Moderate
10830,0,0.11211956,Moderate
10831,1,0.6989964,Very High
10832,0,0.16753577,Moderate
10833,0,0.0662402,Low
10834,1,0.15406144,Moderate
10835,0,0.11674564,Moderate
10836,0,0.2898264,High
10837,0,0.12542027,Moderate
10838,0,0.19520162,Moderate
10839,0,0.43822774,High
10840,0,0.10777971,Moderate
10841,0,0.030631104,Low
10842,1,0.35869434,High
10843,1,0.7325272,Very High
10844,0,0.15715188,Moderate
10845,0,0.1686084,Moderate
10846,0,0.10936227,Moderate
10847,1,0.29224533,High
10848,0,0.15830436,Moderate
10849,0,0.12204253,Moderate
10850,0,0.05414382,Low
10851,1,0.1510294,Moderate
10852,0,0.11802121,Moderate
10853,1,0.14233531,Moderate
10854,1,0.19657645,Moderate
10855,0,0.107122116,Moderate
10856,0,0.11876111,Moderate
10857,0,0.0759022,Low
10858,0,0.08724452,Low
10859,0,0.09594795,Low
10860,1,0.329419,High
10861,0,0.19613597,Moderate
10862,1,0.602411,Very High
10863,0,0.2098606,Moderate
10864,0,0.10063062,Moderate
10865,0,0.10038987,Moderate
10866,0,0.13617964,Moderate
10867,0,0.052974693,Low
10868,0,0.1956697,Moderate
10869,0,0.11359514,Moderate
10870,1,0.18518533,Moderate
10871,1,0.7581482,Very High
10872,0,0.061567735,Low
10873,0,0.12130651,Moderate
10874,1,0.712173,Very High
10875,1,0.11791613,Moderate
10876,1,0.121466056,Moderate
10877,1,0.34457338,High
10878,0,0.18789317,Moderate
10879,0,0.46970427,High
10880,0,0.17520301,Moderate
10881,0,0.11866826,Moderate
10882,0,0.029552942,Low
10883,0,0.019745797,Low
10884,0,0.28544322,High
10885,0,0.11536294,Moderate
10886,0,0.40294603,High
10887,0,0.06993697,Low
10888,0,0.109139614,Moderate
10889,0,0.06630596,Low
10890,0,0.055311583,Low
10891,1,0.29016715,High
10892,0,0.10426936,Moderate
10893,0,0.11196161,Moderate
10894,0,0.27976713,High
10895,0,0.120459184,Moderate
10896,1,0.3337224,High
10897,0,0.100803785,Moderate
10898,0,0.17063594,Moderate
10899,0,0.15670298,Moderate
10900,0,0.63866293,Very High
10901,0,0.39315525,High
10902,0,0.08506857,Low
10903,0,0.172882,Moderate
10904,0,0.08982187,Low
10905,0,0.29545805,High
10906,0,0.23828475,Moderate
10907,0,0.12300114,Moderate
10908,1,0.7946436,Very High
10909,0,0.20384698,Moderate
10910,0,0.058799956,Low
10911,1,0.17914407,Moderate
10912,0,0.1043853,Moderate
10913,1,0.63078403,Very High
10914,0,0.14287432,Moderate
10915,1,0.16353998,Moderate
10916,0,0.035724416,Low
10917,0,0.26651686,High
10918,0,0.35072216,High
10919,0,0.03547485,Low
10920,0,0.093145736,Low
10921,1,0.27962768,High
10922,0,0.087647595,Low
10923,0,0.093134195,Low
10924,1,0.19195236,Moderate
10925,0,0.116754144,Moderate
10926,0,0.22804475,Moderate
10927,0,0.13117573,Moderate
10928,0,0.07358722,Low
10929,1,0.32765657,High
10930,0,0.090396,Low
10931,0,0.014844091,Low
10932,0,0.08175995,Low
10933,0,0.45047188,High
10934,0,0.1893729,Moderate
10935,0,0.19660115,Moderate
10936,0,0.25519195,High
10937,1,0.84528095,Very High
10938,0,0.029454805,Low
10939,0,0.09009419,Low
10940,0,0.042280838,Low
10941,0,0.16861087,Moderate
10942,0,0.109754734,Moderate
10943,1,0.31304386,High
10944,0,0.07116726,Low
10945,1,0.77810526,Very High
10946,0,0.03227261,Low
10947,0,0.10206299,Moderate
10948,0,0.09630337,Low
10949,1,0.1899327,Moderate
10950,1,0.130941,Moderate
10951,0,0.13627169,Moderate
10952,0,0.38079917,High
10953,0,0.11592328,Moderate
10954,0,0.15974459,Moderate
10955,0,0.033874474,Low
10956,0,0.033400036,Low
10957,0,0.25744283,High
10958,0,0.07196308,Low
10959,1,0.81529367,Very High
10960,0,0.10026335,Moderate
10961,0,0.14557542,Moderate
10962,0,0.08541715,Low
10963,1,0.14759268,Moderate
10964,1,0.8189593,Very High
10965,0,0.047912993,Low
10966,0,0.08950738,Low
10967,0,0.06151713,Low
10968,0,0.3690972,High
10969,1,0.65597343,Very High
10970,0,0.07687868,Low
10971,1,0.16164061,Moderate
10972,0,0.058887843,Low
10973,0,0.14216225,Moderate
10974,0,0.23224658,Moderate
10975,0,0.7361396,Very High
10976,0,0.054797757,Low
10977,0,0.32615167,High
10978,1,0.7050527,Very High
10979,0,0.10946888,Moderate
10980,1,0.56569815,Very High
10981,0,0.36363107,High
10982,0,0.048417248,Low
10983,0,0.5636314,Very High
10984,0,0.13457198,Moderate
10985,0,0.08421717,Low
10986,0,0.2140282,Moderate
10987,0,0.17745645,Moderate
10988,0,0.13871711,Moderate
10989,1,0.2600116,High
10990,0,0.28088397,High
10991,0,0.057446953,Low
10992,0,0.39956665,High
10993,0,0.14291117,Moderate
10994,0,0.029982256,Low
10995,1,0.4952733,High
10996,0,0.079771146,Low
10997,0,0.16691585,Moderate
10998,0,0.06313312,Low
10999,1,0.15659243,Moderate
11000,0,0.11945537,Moderate
11001,0,0.17320591,Moderate
11002,0,0.25761166,High
11003,0,0.08401782,Low
11004,0,0.24746908,Moderate
11005,0,0.10716559,Moderate
11006,1,0.25136054,High
11007,0,0.4234484,High
11008,0,0.057055473,Low
11009,0,0.57641035,Very High
11010,0,0.094808415,Low
11011,1,0.13902941,Moderate
11012,0,0.19231068,Moderate
11013,0,0.21246529,Moderate
11014,0,0.08590729,Low
11015,0,0.1708217,Moderate
11016,0,0.1501569,Moderate
11017,0,0.044808988,Low
11018,0,0.15016192,Moderate
11019,0,0.079669625,Low
11020,1,0.24024385,Moderate
11021,0,0.10653561,Moderate
11022,0,0.032420658,Low
11023,0,0.10349179,Moderate
11024,0,0.25630867,High
11025,0,0.6618507,Very High
11026,0,0.049149647,Low
11027,1,0.12713121,Moderate
11028,0,0.108229704,Moderate
11029,1,0.05942285,Low
11030,0,0.16558498,Moderate
11031,1,0.29052603,High
11032,1,0.27395242,High
11033,0,0.022103602,Low
11034,1,0.50819093,Very High
11035,1,0.73756874,Very High
11036,0,0.1258675,Moderate
11037,1,0.55762315,Very High
11038,1,0.70518553,Very High
11039,0,0.052323807,Low
11040,0,0.38498637,High
11041,1,0.49159348,High
11042,0,0.23069969,Moderate
11043,0,0.08571479,Low
11044,1,0.73316294,Very High
11045,1,0.46719095,High
11046,0,0.108749434,Moderate
11047,0,0.121467374,Moderate
11048,0,0.46317905,High
11049,0,0.11412421,Moderate
11050,0,0.75823796,Very High
11051,0,0.08729593,Low
11052,0,0.30215317,High
11053,1,0.79355603,Very High
11054,0,0.27718946,High
11055,0,0.21988603,Moderate
11056,1,0.14938822,Moderate
11057,1,0.12959859,Moderate
11058,0,0.09472734,Low
11059,0,0.0539404,Low
11060,0,0.43796334,High
11061,1,0.43860874,High
11062,1,0.14041944,Moderate
11063,1,0.33569536,High
11064,1,0.3199889,High
11065,0,0.44006205,High
11066,0,0.18179625,Moderate
11067,0,0.11347438,Moderate
11068,0,0.20714863,Moderate
11069,0,0.05738449,Low
11070,0,0.09281553,Low
11071,0,0.10935711,Moderate
11072,0,0.22272675,Moderate
11073,1,0.82591355,Very High
11074,0,0.12179933,Moderate
11075,1,0.90820843,Very High
11076,0,0.12726344,Moderate
11077,0,0.045903455,Low
11078,0,0.09219804,Low
11079,1,0.6082144,Very High
11080,0,0.2009249,Moderate
11081,1,0.16338868,Moderate
11082,0,0.1077884,Moderate
11083,0,0.18106651,Moderate
11084,1,0.4033232,High
11085,0,0.09390883,Low
11086,0,0.038729653,Low
11087,0,0.11353097,Moderate
11088,0,0.048068758,Low
11089,0,0.12227734,Moderate
11090,1,0.10597713,Moderate
11091,0,0.1143135,Moderate
11092,0,0.08052047,Low
11093,0,0.12499778,Moderate
11094,0,0.04366925,Low
11095,0,0.05513007,Low
11096,1,0.3327194,High
11097,0,0.1878248,Moderate
11098,0,0.10263111,Moderate
11099,0,0.73900026,Very High
11100,0,0.046382573,Low
11101,0,0.12610425,Moderate
11102,0,0.1120651,Moderate
11103,0,0.188776,Moderate
11104,0,0.10399265,Moderate
11105,0,0.63820153,Very High
11106,1,0.07152543,Low
11107,0,0.39870045,High
11108,0,0.055886623,Low
11109,0,0.35068843,High
11110,0,0.10324951,Moderate
11111,0,0.2551507,High
11112,0,0.15858915,Moderate
11113,0,0.28970417,High
11114,1,0.14731202,Moderate
11115,0,0.26677486,High
11116,1,0.062157743,Low
11117,0,0.2629036,High
11118,0,0.08257229,Low
11119,0,0.33586568,High
11120,0,0.31174117,High
11121,0,0.26808393,High
11122,0,0.17855887,Moderate
11123,0,0.45040125,High
11124,0,0.11179007,Moderate
11125,0,0.17759019,Moderate
11126,0,0.032974556,Low
11127,1,0.20641765,Moderate
11128,0,0.4501488,High
11129,0,0.08522766,Low
11130,0,0.14014347,Moderate
11131,0,0.5362216,Very High
11132,1,0.18345149,Moderate
11133,0,0.22137529,Moderate
11134,0,0.037265338,Low
11135,0,0.22894228,Moderate
11136,0,0.09003549,Low
11137,0,0.10270078,Moderate
11138,0,0.10611512,Moderate
11139,0,0.45650738,High
11140,0,0.22278,Moderate
11141,0,0.072900034,Low
11142,0,0.05214965,Low
11143,0,0.091216445,Low
11144,0,0.047486193,Low
11145,0,0.24776292,Moderate
11146,0,0.04494368,Low
11147,0,0.30034485,High
11148,1,0.19023031,Moderate
11149,0,0.23389333,Moderate
11150,0,0.38184845,High
11151,0,0.063754976,Low
